-716182.224778505 -984565.2952500775 280.9
-716182.2203108757 -984565.2203110433 280.9
-716182.1932297469 -984564.8067704409 280.9
-716182.1751679 -984564.5 280.9
-716182.1686992793 -984564.168699435 280.9
-716182.1621090043 -984563.8378910742 280.9
-716182.1555169832 -984563.5 280.9
-716182.1564593657 -984563.1564595186 280.9
-716182.1589069993 -984562.8410929637 280.9
-716182.1598522922 -984562.5 280.9
-716182.164194586 -984562.1641946242 280.9
-716182.171564844 -984561.8284353489 280.9
-716182.1758879293 -984561.5 280.9
-716182.1787406883 -984561.1787409626 280.9
-716182.1864642669 -984560.8135355733 280.9
-716182.1893170258 -984560.5 280.9
-716182.1847273493 -984560.1847275088 280.9
-716182.1842471359 -984559.815753054 280.9
-716182.1795247458 -984559.5 280.9
-716182.1584553076 -984559.1584553445 280.9
-716182.144254959 -984558.8557450074 280.9
-716182.1216069281 -984558.5 280.9
-716182.0629306642 -984558.0629309117 280.9
-716182.0499014544 -984557.9500987668 280.9
-716181.9867979133 -984557.5 280.9
-716181.9002337621 -984557.0997661448 280.9
-716181.8298886021 -984556.829888679 280.9
-716181.7531359394 -984556.5 280.9
-716181.7103835538 -984556.2896163972 280.9
-716181.5467000313 -984555.5466998094 280.9
-716181.5369362731 -984555.5 280.9
-716181.5313064251 -984555.4686935677 280.9
-716181.5 -984555.2953486921 280.9
-716181.3713377175 -984554.6286623124 280.9
-716181.3474067891 -984554.5 280.9
-716181.3070519783 -984554.3070521662 280.9
-716181.2015738196 -984553.7984257842 280.9
-716181.1388794787 -984553.5 280.9
-716180.9974481747 -984553.0025518258 280.9
-716180.995118703 -984552.9951189347 280.9
-716180.8478311232 -984552.5 280.9
-716180.7722333011 -984552.2277667519 280.9
-716180.5939687518 -984551.5939686572 280.9
-716180.5677275601 -984551.5 280.9
-716180.5532990374 -984551.4467008339 280.9
-716180.5 -984551.2443824908 280.9
-716180.3340690786 -984550.6659310765 280.9
-716180.2882951316 -984550.5 280.9
-716180.186850766 -984550.1868509259 280.9
-716180.0970822813 -984549.9029174633 280.9
-716179.9635154186 -984549.5 280.9
-716179.8531385006 -984549.1468613008 280.9
-716179.7233679437 -984548.723368112 280.9
-716179.6542014894 -984548.5 280.9
-716179.6163740566 -984548.3836260327 280.9
-716179.5 -984548.0162976919 280.9
-716179.3654430246 -984547.6345571232 280.9
-716179.3200561588 -984547.5 280.9
-716179.173744722 -984547.1737444132 280.9
-716179.067833498 -984546.9321666026 280.9
-716178.8668365168 -984546.5 280.9
-716178.745360556 -984546.2546396198 280.9
-716178.5 -984545.7747664474 280.9
-716178.3968140602 -984545.6031859638 280.9
-716178.3348315994 -984545.5 280.9
-716178.115105711 -984545.1151059706 280.9
-716178.0309001354 -984544.9690996245 280.9
-716177.7703112831 -984544.5 280.9
-716177.6723326034 -984544.3276674729 280.9
-716177.5 -984544.0210134474 280.9
-716177.2975094093 -984543.7024906379 280.9
-716177.168311034 -984543.5 280.9
-716176.9059357876 -984543.0940641179 280.9
-716176.5661792355 -984542.5661793672 280.9
-716176.5235461756 -984542.5 280.9
-716176.5143743895 -984542.4856254907 280.9
-716176.5 -984542.462640432 280.9
-716176.0960333786 -984541.903966599 280.9
-716175.8123255952 -984541.5 280.9
-716175.6835300172 -984541.3164697073 280.9
-716175.5 -984541.0436180606 280.9
-716175.2631930645 -984540.7368071071 280.9
-716175.0904425298 -984540.5 280.9
-716174.8284543646 -984540.171545559 280.9
-716174.5 -984539.7525767387 280.9
-716174.3794728246 -984539.6205276692 280.9
-716174.2691465472 -984539.5 280.9
-716173.8898960759 -984539.1101038333 280.9
-716173.5 -984538.6997157602 280.9
-716173.3924665276 -984538.607533381 280.9
-716173.27611459 -984538.5 280.9
-716172.8645472082 -984538.1354525905 280.9
-716172.5 -984537.7874268562 280.9
-716172.344061011 -984537.6559389089 280.9
-716172.1731504215 -984537.5 280.9
-716171.8084367393 -984537.1915634217 280.9
-716171.5 -984536.9093361434 280.9
-716171.2776105277 -984536.7223897569 280.9
-716171.030769168 -984536.5 280.9
-716170.735985043 -984536.2640147856 280.9
-716170.5 -984536.0646091562 280.9
-716170.1838711142 -984535.816128843 280.9
-716169.7982096478 -984535.5 280.9
-716169.6266244311 -984535.3733754229 280.9
-716169.5 -984535.2759129064 280.9
-716169.0445760327 -984534.9554240734 280.9
-716168.7090797015 -984534.7090797501 280.9
-716168.5 -984534.5565736989 280.9
-716168.4658105479 -984534.5341893436 280.9
-716168.4176017733 -984534.5 280.9
-716167.8569598355 -984534.1430400814 280.9
-716167.5 -984533.9040201501 280.9
-716167.2527104411 -984533.7472896164 280.9
-716166.8761398521 -984533.5 280.9
-716166.6403038208 -984533.3596961465 280.9
-716166.5 -984533.2733489734 280.9
-716166.005160694 -984532.994839072 280.9
-716165.9803979776 -984532.9803975074 280.9
-716165.5 -984532.7028794653 280.9
-716165.366165382 -984532.6338344163 280.9
-716165.1238042685 -984532.5 280.9
-716164.7110651658 -984532.2889346686 280.9
-716164.5 -984532.1747101955 280.9
-716164.0519259179 -984531.94807407 280.9
-716163.8289339959 -984531.8289340725 280.9
-716163.5 -984531.6561447313 280.9
-716163.3948053127 -984531.6051948281 280.9
-716163.1928909782 -984531.5 280.9
-716162.7255303594 -984531.2744698209 280.9
-716162.5 -984531.159207388 280.9
-716162.0577792834 -984530.9422207031 280.9
-716161.8184275075 -984530.8184273489 280.9
-716161.5 -984530.6565219173 280.9
-716161.3942471009 -984530.6057526908 280.9
-716161.1892087596 -984530.5 280.9
-716160.7239628262 -984530.2760372381 280.9
-716160.5 -984530.1618821485 280.9
-716160.0561343341 -984529.9438658857 280.9
-716159.8253990428 -984529.8253987693 280.9
-716159.5 -984529.6607273077 280.9
-716159.3912447483 -984529.6087552771 280.9
-716159.1777645452 -984529.5 280.9
-716158.7194767594 -984529.2805234223 280.9
-716158.5 -984529.1693536895 280.9
-716158.0522600301 -984528.947739725 280.9
