-716082.23971829 -984476.9932803442 278.1
-716082.0375166037 -984476.962483504 278.1
-716081.9473785001 -984476.9473783715 278.1
-716081.5 -984476.8774089841 278.1
-716081.1825247703 -984476.8174750708 278.1
-716080.7216816668 -984476.7216819512 278.1
-716080.5 -984476.6784666879 278.1
-716080.3531053221 -984476.6468948284 278.1
-716079.7157706757 -984476.5 278.1
-716079.5433402833 -984476.4566594737 278.1
-716079.5 -984476.4450728807 278.1
-716079.4259988149 -984476.425998914 278.1
-716078.7443378468 -984476.2556622127 278.1
-716078.5 -984476.1913329192 278.1
-716078.1004827745 -984476.1004823323 278.1
-716077.9362660696 -984476.0637337123 278.1
-716077.5 -984475.9635936413 278.1
-716076.5 -984475.7895577239 278.1
-716076.239042111 -984475.7609581826 278.1
-716075.7091798187 -984475.7091798674 278.1
-716075.5 -984475.6867405641 278.1
-716075.3207686209 -984475.6792313043 278.1
-716074.6644012233 -984475.664401378 278.1
-716074.5 -984475.6577638369 278.1
-716074.3391680723 -984475.6608320815 278.1
-716073.6889671977 -984475.6889673581 278.1
-716073.5 -984475.6923988187 278.1
-716073.2951438486 -984475.704856199 278.1
-716072.7532331463 -984475.7532328559 278.1
-716072.5 -984475.7677265747 278.1
-716072.2121367694 -984475.7878631812 278.1
-716071.8259467772 -984475.8259468531 278.1
-716071.5 -984475.8473840526 278.1
-716071.134159999 -984475.8658400862 278.1
-716070.8832935775 -984475.8832935503 278.1
-716070.5 -984475.901866465 278.1
-716070.0901904905 -984475.9098097213 278.1
-716069.9157321422 -984475.9157320062 278.1
-716069.5 -984475.9235541904 278.1
-716069.0771828175 -984475.9228175137 278.1
-716068.9239807542 -984475.9239807365 278.1
-716068.5 -984475.9232557013 278.1
-716068.0858097796 -984475.9141902004 278.1
-716067.9120714604 -984475.9120714399 278.1
-716067.5 -984475.9032215404 278.1
-716067.1131359627 -984475.8868642438 278.1
-716066.8797399979 -984475.8797400863 278.1
-716066.5 -984475.8640421666 278.1
-716066.1604652192 -984475.8395348599 278.1
-716065.8186719798 -984475.8186722869 278.1
-716065.5 -984475.7961440422 278.1
-716065.2344093607 -984475.7655905847 278.1
-716064.7101210371 -984475.7101209696 278.1
-716064.5 -984475.6863466143 278.1
-716064.3397827456 -984475.6602174081 278.1
-716063.5313343648 -984475.5313343721 278.1
-716063.5 -984475.5262563318 278.1
-716063.47825186 -984475.5217482614 278.1
-716063.3744745301 -984475.5 278.1
-716062.6602644026 -984475.3397360258 278.1
-716062.5 -984475.3027098713 278.1
-716062.2447854639 -984475.2447852881 278.1
-716061.8469591719 -984475.1530410965 278.1
