-715818.7344704788 -984000.5 277.9
-715819.0445661374 -984000.9554338523 277.9
-715819.2450805769 -984001.2450809833 277.9
-715819.4210191468 -984001.5 277.9
-715819.4548506216 -984001.5451496218 277.9
-715819.5 -984001.6043268349 277.9
-715819.9100138185 -984002.0899863188 277.9
-715820.2643077418 -984002.5 277.9
-715820.3761520757 -984002.6238478366 277.9
-715820.5 -984002.7599546819 277.9
-715820.8802382557 -984003.1197616557 277.9
-715821.2760377559 -984003.5 277.9
-715821.3908984124 -984003.6091012637 277.9
-715821.5 -984003.7157713079 277.9
-715821.9224068183 -984004.0775931998 277.9
-715822.4441060637 -984004.5558942985 277.9
-715822.5 -984004.6107315451 277.9
-715822.9631312479 -984005.0368687607 277.9
-715823.4265564446 -984005.5 277.9
-715823.463313438 -984005.536686687 277.9
-715823.5 -984005.5761529084 277.9
-715823.9459139947 -984006.0540856688 277.9
-715824.3327791961 -984006.5 277.9
-715824.4102326795 -984006.5897674579 277.9
-715824.5 -984006.701430792 277.9
-715824.8483305452 -984007.1516692573 277.9
-715825.1008611246 -984007.5 277.9
-715825.266572021 -984007.7334278006 277.9
-715825.5 -984008.0867089923 277.9
-715825.6597550854 -984008.3402445283 277.9
-715825.75507833 -984008.5 277.9
-715826.0304402946 -984008.9695596982 277.9
-715826.1055497542 -984009.1055496624 277.9
-715826.3271283933 -984009.5 277.9
-715826.387762182 -984009.6122379606 277.9
-715826.5 -984009.8360000224 277.9
-715826.7169290087 -984010.2830710572 277.9
-715826.8150991917 -984010.5 277.9
-715827.024812775 -984010.9751872192 277.9
-715827.0588363351 -984011.0588358832 277.9
-715827.244407696 -984011.5 277.9
-715827.3211225237 -984011.6788778672 277.9
-715827.5 -984012.1253519238 277.9
-715827.6048425307 -984012.3951576777 277.9
-715827.6441175889 -984012.5 277.9
-715827.7331869992 -984012.7331870535 277.9
-715827.8832283849 -984013.1167716424 277.9
-715828.0253191818 -984013.5 277.9
-715828.1603226103 -984013.8396773523 277.9
-715828.3524824999 -984014.3524821163 277.9
-715828.4092361637 -984014.5 277.9
-715828.4366979707 -984014.563302044 277.9
-715828.5 -984014.713698648 277.9
-715828.7326241308 -984015.2673759315 277.9
-715828.8298851097 -984015.5 277.9
-715829.0467442692 -984015.9532554871 277.9
-715829.1317810506 -984016.1317808485 277.9
-715829.3074501189 -984016.5 277.9
-715829.3745391406 -984016.6254608886 277.9
-715829.5 -984016.8588784446 277.9
-715829.7276368957 -984017.2723631676 277.9
-715829.8549149993 -984017.5 277.9
-715830.0997249105 -984017.9002752992 277.9
-715830.4210069232 -984018.4210065556 277.9
-715830.4696429424 -984018.5 277.9
-715830.4816919346 -984018.5183084189 277.9
-715830.5 -984018.5460497458 277.9
-715830.8886871022 -984019.1113131566 277.9
-715831.1506543127 -984019.5 277.9
-715831.2980868296 -984019.7019132174 277.9
-715831.5 -984019.9781874772 277.9
-715831.7244279057 -984020.2755720421 277.9
-715831.8936405769 -984020.5 277.9
-715832.1703541239 -984020.8296456035 277.9
-715832.5 -984021.2128972443 277.9
