-715279.2646809327 -984197.7649799804 281.0
-715277.5600809327 -984198.7484799804 281.0
-715275.2343809326 -984198.8463799804 281.0
-715274.2689809327 -984197.9695799805 281.0
-715274.0658809327 -984195.0311799804 281.0
-715274.1367809327 -984190.2084799805 281.0
-715274.0355809327 -984187.5902799804 281.0
-715276.3843809327 -984181.0286799804 281.0
-715278.8077809326 -984179.4933799804 281.0
-715281.1265809326 -984179.0872799804 281.0
-715283.8012809327 -984179.9269799804 281.0
-715285.1436809327 -984183.3797799804 281.0
-715285.2110809326 -984186.6277799804 281.0
-715284.3599809327 -984192.5290799804 281.0
-715282.4516809327 -984194.6259799805 281.0
-715279.2646809327 -984197.7649799804 281.0
